president,speech_date,year,title,url,source_file,word_count,self_count,collective_count,self_per_1k,collective_per_1k,self_share,speech_type,is_sotu_series,delivery_mode
Theodore Roosevelt,1901-09-14,1901,"September 14, 1901: Announcement of the Death of President McKinley",https://millercenter.org/the-presidency/presidential-speeches/september-14-1901-announcement-death-president-mckinley,"Theodore_Roosevelt_1901-09-14T17:48:00-05:00_September_14,_1901:_Announcement_of_the_Death_of_President_McKinley.json",298,4,5,13.42,16.78,0.4444,Other,False,written_era
Theodore Roosevelt,1901-12-03,1901,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,"Theodore_Roosevelt_1901-12-03T13:00:00-05:00_December_3,_1901:_First_Annual_Message.json",19688,27,337,1.37,17.12,0.0742,Annual Message,True,written_era
Theodore Roosevelt,1902-06-13,1902,"June 13, 1902: Message Regarding US-Cuban Relations",https://millercenter.org/the-presidency/presidential-speeches/june-13-1902-message-regarding-us-cuban-relations,"Theodore_Roosevelt_1902-06-13T17:49:00-05:00_June_13,_1902:_Message_Regarding_US-Cuban_Relations.json",1200,15,41,12.5,34.17,0.2679,Other,False,written_era
Theodore Roosevelt,1902-12-02,1902,"December 2, 1902: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-2-1902-second-annual-message,"Theodore_Roosevelt_1902-12-02T13:00:00-05:00_December_2,_1902:_Second_Annual_Message.json",9806,24,166,2.45,16.93,0.1263,Annual Message,True,written_era
Theodore Roosevelt,1903-10-20,1903,"October 20, 1903: Message Convening a Special Session of Congress",https://millercenter.org/the-presidency/presidential-speeches/october-20-1903-message-convening-special-session-congress,"Theodore_Roosevelt_1903-10-20T17:53:00-05:00_October_20,_1903:_Message_Convening_a_Special_Session_of_Congress.json",236,3,1,12.71,4.24,0.75,Other,False,written_era
Theodore Roosevelt,1903-11-10,1903,"November 10, 1903: Message Regarding US-Cuban Commercial Convention",https://millercenter.org/the-presidency/presidential-speeches/november-10-1903-message-regarding-us-cuban-commercial,"Theodore_Roosevelt_1903-11-10T17:55:00-05:00_November_10,_1903:_Message_Regarding_US-Cuban_Commercial_Convention.json",2582,7,32,2.71,12.39,0.1795,Other,False,written_era
Theodore Roosevelt,1903-11-16,1903,"November 16, 1903: Message Regarding the Panamanian Revolution",https://millercenter.org/the-presidency/presidential-speeches/november-16-1903-message-regarding-panamanian-revolution,"Theodore_Roosevelt_1903-11-16T17:56:00-05:00_November_16,_1903:_Message_Regarding_the_Panamanian_Revolution.json",6459,58,18,8.98,2.79,0.7632,Other,False,written_era
Theodore Roosevelt,1903-12-07,1903,"December 7, 1903: Third Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-7-1903-third-annual-message,"Theodore_Roosevelt_1903-12-07T13:00:00-05:00_December_7,_1903:_Third_Annual_Message.json",14833,32,151,2.16,10.18,0.1749,Annual Message,True,written_era
Theodore Roosevelt,1903-12-07,1903,"December 7, 1903: Message Regarding Treaty with Panama",https://millercenter.org/the-presidency/presidential-speeches/december-7-1903-message-regarding-treaty-panama,"Theodore_Roosevelt_1903-12-07T17:59:00-05:00_December_7,_1903:_Message_Regarding_Treaty_with_Panama.json",3850,5,1,1.3,0.26,0.8333,Other,False,written_era
Theodore Roosevelt,1904-02-11,1904,"February 11, 1904: Proclamation Declaring US Neutrality",https://millercenter.org/the-presidency/presidential-speeches/february-11-1904-proclamation-declaring-us-neutrality,"Theodore_Roosevelt_1904-02-11T18:01:00-05:00_February_11,_1904:_Proclamation_Declaring_US_Neutrality.json",2204,10,1,4.54,0.45,0.9091,Other,False,written_era
Theodore Roosevelt,1904-12-06,1904,"December 6, 1904: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-6-1904-fourth-annual-message,"Theodore_Roosevelt_1904-12-06T13:00:00-05:00_December_6,_1904:_Fourth_Annual_Message.json",17488,68,214,3.89,12.24,0.2411,Annual Message,True,written_era
Theodore Roosevelt,1905-03-04,1905,"March 4, 1905: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1905-inaugural-address,"Theodore_Roosevelt_1905-03-04T13:00:00-05:00_March_4,_1905:_Inaugural_Address.json",923,1,65,1.08,70.42,0.0152,Inaugural Address,False,written_era
Theodore Roosevelt,1905-12-05,1905,"December 5, 1905: Fifth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message,"Theodore_Roosevelt_1905-12-05T13:00:00-05:00_December_5,_1905:_Fifth_Annual_Message.json",25089,135,265,5.38,10.56,0.3375,Annual Message,True,written_era
Theodore Roosevelt,1906-01-08,1906,"January 8, 1906: Message Regarding Panama Canal",https://millercenter.org/the-presidency/presidential-speeches/january-8-1906-message-regarding-panama-canal,"Theodore_Roosevelt_1906-01-08T18:04:00-05:00_January_8,_1906:_Message_Regarding_Panama_Canal.json",1115,7,5,6.28,4.48,0.5833,Other,False,written_era
Theodore Roosevelt,1906-06-04,1906,"June 4, 1906: Message Regarding Meatpacking Plants",https://millercenter.org/the-presidency/presidential-speeches/june-4-1906-message-regarding-meatpacking-plants,"Theodore_Roosevelt_1906-06-04T18:05:00-05:00_June_4,_1906:_Message_Regarding_Meatpacking_Plants.json",950,17,0,17.89,0.0,1.0,Other,False,written_era
Theodore Roosevelt,1906-12-03,1906,"December 3, 1906: Sixth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,"Theodore_Roosevelt_1906-12-03T13:00:00-05:00_December_3,_1906:_Sixth_Annual_Message.json",23614,93,220,3.94,9.32,0.2971,Annual Message,True,written_era
Theodore Roosevelt,1906-12-11,1906,"December 11, 1906: Message Regarding the State of Puerto Rico",https://millercenter.org/the-presidency/presidential-speeches/december-11-1906-message-regarding-state-puerto-rico,"Theodore_Roosevelt_1906-12-11T18:06:00-05:00_December_11,_1906:_Message_Regarding_the_State_of_Puerto_Rico.json",1494,18,14,12.05,9.37,0.5625,Other,False,written_era
Theodore Roosevelt,1906-12-17,1906,"December 17, 1906: Message Regarding Conditions in Panama",https://millercenter.org/the-presidency/presidential-speeches/december-17-1906-message-regarding-conditions-panama,"Theodore_Roosevelt_1906-12-17T18:08:00-05:00_December_17,_1906:_Message_Regarding_Conditions_in_Panama.json",12038,166,64,13.79,5.32,0.7217,Other,False,written_era
Theodore Roosevelt,1906-12-19,1906,"December 19, 1906: Message Regarding Disturbances in Texas",https://millercenter.org/the-presidency/presidential-speeches/december-19-1906-message-regarding-disturbances-texas,"Theodore_Roosevelt_1906-12-19T18:10:00-05:00_December_19,_1906:_Message_Regarding_Disturbances_in_Texas.json",4444,66,9,14.85,2.03,0.88,Other,False,written_era
Theodore Roosevelt,1907-12-03,1907,"December 3, 1907: Seventh Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1907-seventh-annual-message,"Theodore_Roosevelt_1907-12-03T13:00:00-05:00_December_3,_1907:_Seventh_Annual_Message.json",27407,122,221,4.45,8.06,0.3557,Annual Message,True,written_era
Theodore Roosevelt,1908-03-25,1908,"March 25, 1908: Message Regarding Labor Legislation",https://millercenter.org/the-presidency/presidential-speeches/march-25-1908-message-regarding-labor-legislation,"Theodore_Roosevelt_1908-03-25T18:12:00-05:00_March_25,_1908:_Message_Regarding_Labor_Legislation.json",2602,20,10,7.69,3.84,0.6667,Other,False,written_era
Theodore Roosevelt,1908-12-09,1908,"December 9, 1908: Eighth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-9-1908-eighth-annual-message,"Theodore_Roosevelt_1908-12-09T13:00:00-05:00_December_9,_1908:_Eighth_Annual_Message.json",19438,72,175,3.7,9.0,0.2915,Annual Message,True,written_era
Thomas Jefferson,1801-03-04,1801,"March 4, 1801: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1801-first-inaugural-address,"Thomas_Jefferson_1801-03-04T13:03:58-04:56_March_4,_1801:_First_Inaugural_Address.json",1730,34,44,19.65,25.43,0.4359,Inaugural Address,False,written_era
Thomas Jefferson,1801-07-12,1801,"July 12, 1801: The Reply to New Haven Remonstrance",https://millercenter.org/the-presidency/presidential-speeches/july-12-1801-reply-new-haven-remonstrance,"Thomas_Jefferson_1801-07-12T13:03:58-04:56_July_12,_1801:_The_Reply_to_New_Haven_Remonstrance.json",1210,13,7,10.74,5.79,0.65,Other,False,written_era
Thomas Jefferson,1801-12-08,1801,"December 8, 1801: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-8-1801-first-annual-message,"Thomas_Jefferson_1801-12-08T13:03:58-04:56_December_8,_1801:_First_Annual_Message.json",3235,21,77,6.49,23.8,0.2143,Annual Message,True,written_era
Thomas Jefferson,1802-01-01,1802,"January 1, 1802: Response to Danbury Baptist Association",https://millercenter.org/the-presidency/presidential-speeches/january-1-1802-response-danbury-baptist-association,"Thomas_Jefferson_1802-01-01T13:03:58-04:56_January_1,_1802:_Response_to_Danbury_Baptist_Association.json",234,9,0,38.46,0.0,1.0,Other,False,written_era
Thomas Jefferson,1802-11-03,1802,"November 3, 1802: Address to Brother Handsome Lake",https://millercenter.org/the-presidency/presidential-speeches/november-3-1802-address-brother-handsome-lake,"Thomas_Jefferson_1802-11-03T13:03:58-04:56_November_3,_1802:_Address_to_Brother_Handsome_Lake.json",913,17,13,18.62,14.24,0.5667,Other,False,written_era
Thomas Jefferson,1802-12-15,1802,"December 15, 1802: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-15-1802-second-annual-message,"Thomas_Jefferson_1802-12-15T13:03:58-04:56_December_15,_1802:_Second_Annual_Message.json",2117,6,60,2.83,28.34,0.0909,Annual Message,True,written_era
Thomas Jefferson,1803-01-18,1803,"January 18, 1803: Special Message to Congress on Indian Policy",https://millercenter.org/the-presidency/presidential-speeches/january-18-1803-special-message-congress-indian-policy,"Thomas_Jefferson_1803-01-18T13:03:58-04:56_January_18,_1803:_Special_Message_to_Congress_on_Indian_Policy.json",1281,6,26,4.68,20.3,0.1875,Address to Congress,False,written_era
Thomas Jefferson,1803-06-20,1803,"June 20, 1803: Instructions to Captain Lewis",https://millercenter.org/the-presidency/presidential-speeches/june-20-1803-instructions-captain-lewis,"Thomas_Jefferson_1803-06-20T13:03:58-04:56_June_20,_1803:_Instructions_to_Captain_Lewis.json",2334,3,22,1.29,9.43,0.12,Other,False,written_era
Thomas Jefferson,1803-10-17,1803,"October 17, 1803: Third Annual Message",https://millercenter.org/the-presidency/presidential-speeches/october-17-1803-third-annual-message,"Thomas_Jefferson_1803-10-17T13:03:58-04:56_October_17,_1803:_Third_Annual_Message.json",2300,8,61,3.48,26.52,0.1159,Annual Message,True,written_era
Thomas Jefferson,1803-12-17,1803,"December 17, 1803: Address to the Brothers of Choctaw Nation",https://millercenter.org/the-presidency/presidential-speeches/december-17-1803-address-brothers-choctaw-nation,"Thomas_Jefferson_1803-12-17T13:03:58-04:56_December_17,_1803:_Address_to_the_Brothers_of_Choctaw_Nation.json",1140,6,59,5.26,51.75,0.0923,Other,False,written_era
Thomas Jefferson,1804-11-08,1804,"November 8, 1804: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/november-8-1804-fourth-annual-message,"Thomas_Jefferson_1804-11-08T13:03:58-04:56_November_8,_1804:_Fourth_Annual_Message.json",2091,7,50,3.35,23.91,0.1228,Annual Message,True,written_era
Thomas Jefferson,1805-03-04,1805,"March 4, 1805: Second Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1805-second-inaugural-address,"Thomas_Jefferson_1805-03-04T13:03:58-04:56_March_4,_1805:_Second_Inaugural_Address.json",2151,36,46,16.74,21.39,0.439,Inaugural Address,False,written_era
Thomas Jefferson,1805-12-03,1805,"December 3, 1805: Fifth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1805-fifth-annual-message,"Thomas_Jefferson_1805-12-03T13:03:58-04:56_December_3,_1805:_Fifth_Annual_Message.json",2880,14,82,4.86,28.47,0.1458,Annual Message,True,written_era
Thomas Jefferson,1805-12-06,1805,"December 6, 1805: Special Message to Congress on Foreign Policy",https://millercenter.org/the-presidency/presidential-speeches/december-6-1805-special-message-congress-foreign-policy,"Thomas_Jefferson_1805-12-06T13:03:58-04:56_December_6,_1805:_Special_Message_to_Congress_on_Foreign_Policy.json",993,7,29,7.05,29.2,0.1944,Address to Congress,False,written_era
Thomas Jefferson,1806-01-10,1806,"January 10, 1806: Address to the Chiefs of the Cherokee Nation",https://millercenter.org/the-presidency/presidential-speeches/january-10-1806-address-chiefs-cherokee-nation,"Thomas_Jefferson_1806-01-10T13:03:58-04:56_January_10,_1806:_Address_to_the_Chiefs_of_the_Cherokee_Nation.json",847,17,20,20.07,23.61,0.4595,Other,False,written_era
Thomas Jefferson,1806-11-27,1806,"November 27, 1806: Proclamation on Spanish Territory",https://millercenter.org/the-presidency/presidential-speeches/november-27-1806-proclamation-spanish-territory,"Thomas_Jefferson_1806-11-27T13:03:58-04:56_November_27,_1806:_Proclamation_on_Spanish_Territory.json",424,6,0,14.15,0.0,1.0,Other,False,written_era
Thomas Jefferson,1806-12-02,1806,"December 2, 1806: Sixth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-2-1806-sixth-annual-message,"Thomas_Jefferson_1806-12-02T13:03:58-04:56_December_2,_1806:_Sixth_Annual_Message.json",2881,12,50,4.17,17.36,0.1935,Annual Message,True,written_era
Thomas Jefferson,1806-12-30,1806,"December 30, 1806: Address to the Wolf and the People of the Mandan Nation",https://millercenter.org/the-presidency/presidential-speeches/december-30-1806-address-wolf-and-people-mandan-nation,"Thomas_Jefferson_1806-12-30T13:03:58-04:56_December_30,_1806:_Address_to_the_Wolf_and_the_People_of_the_Mandan_Nation.json",1175,41,34,34.89,28.94,0.5467,Other,False,written_era
Thomas Jefferson,1807-01-22,1807,"January 22, 1807: Special Message to Congress on the Burr Conspiracy",https://millercenter.org/the-presidency/presidential-speeches/january-22-1807-special-message-congress-burr-conspiracy,"Thomas_Jefferson_1807-01-22T13:03:58-04:56_January_22,_1807:_Special_Message_to_Congress_on_the_Burr_Conspiracy.json",2472,13,16,5.26,6.47,0.4483,Address to Congress,False,written_era
Thomas Jefferson,1807-02-10,1807,"February 10, 1807: Special Message to Congress on the Gun Boats",https://millercenter.org/the-presidency/presidential-speeches/february-10-1807-special-message-congress-gun-boats,"Thomas_Jefferson_1807-02-10T13:03:58-04:56_February_10,_1807:_Special_Message_to_Congress_on_the_Gun_Boats.json",1141,1,7,0.88,6.13,0.125,Address to Congress,False,written_era
Thomas Jefferson,1807-07-02,1807,"July 2, 1807: Proclamation in Response to the Chesapeake Affair",https://millercenter.org/the-presidency/presidential-speeches/july-2-1807-proclamation-response-chesapeake-affair,"Thomas_Jefferson_1807-07-02T13:03:58-04:56_July_2,_1807:_Proclamation_in_Response_to_the_Chesapeake_Affair.json",1173,6,8,5.12,6.82,0.4286,Other,False,written_era
Thomas Jefferson,1807-10-27,1807,"October 27, 1807: Seventh Annual Message",https://millercenter.org/the-presidency/presidential-speeches/october-27-1807-seventh-annual-message,"Thomas_Jefferson_1807-10-27T13:03:58-04:56_October_27,_1807:_Seventh_Annual_Message.json",2362,12,63,5.08,26.67,0.16,Annual Message,True,written_era
Thomas Jefferson,1808-11-08,1808,"November 8, 1808: Eighth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/november-8-1808-eighth-annual-message,"Thomas_Jefferson_1808-11-08T13:03:58-04:56_November_8,_1808:_Eighth_Annual_Message.json",2708,23,55,8.49,20.31,0.2949,Annual Message,True,written_era
Thomas Jefferson,1809-04-03,1809,"April 3, 1809: Message to the Inhabitants of Albemarle County",https://millercenter.org/the-presidency/presidential-speeches/april-3-1809-message-inhabitants-albemarle-county,"Thomas_Jefferson_1809-04-03T13:03:58-04:56_April_3,_1809:_Message_to_the_Inhabitants_of_Albemarle_County.json",337,28,1,83.09,2.97,0.9655,Other,False,written_era
Ulysses S. Grant,1869-03-04,1869,"March 4, 1869: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1869-first-inaugural-address,"Ulysses_S._Grant_1869-03-04T13:03:58-04:56_March_4,_1869:_First_Inaugural_Address.json",1132,31,17,27.39,15.02,0.6458,Inaugural Address,False,written_era
Ulysses S. Grant,1869-04-07,1869,"April 7, 1869: Message Regarding Virginia Constitution",https://millercenter.org/the-presidency/presidential-speeches/april-7-1869-message-regarding-virginia-constitution,"Ulysses_S._Grant_1869-04-07T11:48:58-04:56_April_7,_1869:_Message_Regarding_Virginia_Constitution.json",609,9,0,14.78,0.0,1.0,Other,False,written_era
Ulysses S. Grant,1869-05-14,1869,"May 14, 1869: Message Submitting State Constitutions to a Vote",https://millercenter.org/the-presidency/presidential-speeches/may-14-1869-message-submitting-state-constitutions-vote,"Ulysses_S._Grant_1869-05-14T11:49:58-04:56_May_14,_1869:_Message_Submitting_State_Constitutions_to_a_Vote.json",816,20,0,24.51,0.0,1.0,Other,False,written_era
